item_id,fuente,url,search_url,pagina_origen,scraped_at_utc,titulo,tipo_propiedad,tipo_operacion,moneda,precio,precio_texto,desde,inmobiliaria,direccion,barrio,localidad,provincia,ambientes_min,ambientes_max,banios_min,banios_max,dormitorios_min,dormitorios_max,superficie_min_m2,superficie_max_m2,tipo_superficie,imagen_principal,destacado,emprendimiento,posesion,unidades_disponibles,atributos_texto,texto_tarjeta,parse_warnings,posicion_pagina,slug,calle,altura,comuna,precio_anterior,descuento_pct,precio_m2_min,precio_m2_max,amplitud_superficie_m2,es_rango_superficie,es_rango_ambientes,monoambiente,apto_credito,balcon,terraza,pileta,parrilla,cochera_mencionada,amenities_mencionadas,estado_entrega,cantidad_atributos,completitud_pct,imagen_id,imagen_extension
MLA3896316344,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3896316344-alq-temporario-edificio-tempora-frente-hospital-italiano-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.972481+00:00,Alq. Temporario Edificio Tempora Frente Hospital Italiano,departamento,alquiler temporal,ARS,45000.0,$ 45.000,0,,"Tte. Gral. Juan Domingo Perón 4171, CABA, Argentina, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,1,1,1,1,,,24.0,24.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_529901-MLA20438359209_102015-E.webp,1,0,,,1 amb. | 1 baño | 24 m² cubiertos,"Departamento en alquiler temporal Alq. Temporario Edificio Tempora Frente Hospital Italiano $ 45.000 1 amb. 1 baño 24 m² cubiertos Tte. Gral. Juan Domingo Perón 4171, CABA, Argentina, Almagro, Capital Federal Destacado",,11,MLA-3896316344-alq-temporario-edificio-tempora-frente-hospital-italiano-_JM,Tte. Gral. Juan Domingo Perón,4171,5,,,1875.0,1875.0,0.0,0,0,1,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_529901-MLA20438359209_102015-E,webp
MLA1956131371,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1956131371-departamento-1-amb-alquiler-hospital-italiano-imac-sanatorio-guemes-hospital-naval-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.972937+00:00,"Departamento 1 Amb. Alquiler Hospital Italiano, iMac, Sanatorio Guemes, Hospital Naval",departamento,alquiler temporal,ARS,50000.0,$ 50.000,0,,"Estado De Palestina 536, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,1,1,1,1,,,27.0,27.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_610457-MLA106758327720_022026-E.webp,1,0,,,1 amb. | 1 baño | 27 m² cubiertos,"Departamento en alquiler temporal Departamento 1 Amb. Alquiler Hospital Italiano, iMac, Sanatorio Guemes, Hospital Naval $ 50.000 1 amb. 1 baño 27 m² cubiertos Estado De Palestina 536, Almagro, Capital Federal Destacado",,12,MLA-1956131371-departamento-1-amb-alquiler-hospital-italiano-imac-sanatorio-guemes-hospital-naval-_JM,Estado De Palestina,536,5,,,1851.85,1851.85,0.0,0,0,1,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_610457-MLA106758327720_022026-E,webp
MLA3704735332,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3704735332-dto-2-ambientes-balcon-zona-hospital-italiano-sanatorio-guemes-400-mts-subte-av-corrientes-200-mts-subte-av-rivadavia-colectivos-directos-a-varias-embajadas-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.973362+00:00,Dto 2 Ambientes Balcon Zona Hospital Italiano Sanatorio Guemes 400 Mts Subte Av Corrientes 200 Mts Subte Av Rivadavia Colectivos Directos A Varias Embajadas,departamento,alquiler temporal,ARS,60000.0,$ 60.000,0,,"Francisco Acuña De Figueroa 406, Ciudad Autónoma De Buenos Aires, Argentina, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,2,2,1,1,,,50.0,50.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_974863-MLA76028433739_042024-E.webp,1,0,,,2 ambs. | 1 baño | 50 m² cubiertos,"Departamento en alquiler temporal Dto 2 Ambientes Balcon Zona Hospital Italiano Sanatorio Guemes 400 Mts Subte Av Corrientes 200 Mts Subte Av Rivadavia Colectivos Directos A Varias Embajadas $ 60.000 2 ambs. 1 baño 50 m² cubiertos Francisco Acuña De Figueroa 406, Ciudad Autónoma De Buenos Aires, Argentina, Almagro, Capital Federal Destacado",,13,MLA-3704735332-dto-2-ambientes-balcon-zona-hospital-italiano-sanatorio-guemes-400-mts-subte-av-corrientes-200-mts-subte-av-rivadavia-colectivos-directos-a-varias-embajadas-_JM,Francisco Acuña De Figueroa,406,5,,,1200.0,1200.0,0.0,0,0,0,0,1,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_974863-MLA76028433739_042024-E,webp
MLA3849124568,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3849124568-hermoso-2-ambientes-con-terraza-en-pleno-corazon-del-abasto-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.973822+00:00,Hermoso 2 Ambientes Con Terraza En Pleno Corazón Del Abasto,departamento,alquiler temporal,ARS,59000.0,$ 59.000,0,,"Sarmiento 3277, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,2,2,1,1,,,38.0,38.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_778907-MLA97913793404_112025-E.webp,1,0,,,2 ambs. | 1 baño | 38 m² cubiertos,"Departamento en alquiler temporal Hermoso 2 Ambientes Con Terraza En Pleno Corazón Del Abasto $ 59.000 2 ambs. 1 baño 38 m² cubiertos Sarmiento 3277, Almagro, Capital Federal Destacado",,14,MLA-3849124568-hermoso-2-ambientes-con-terraza-en-pleno-corazon-del-abasto-_JM,Sarmiento,3277,5,,,1552.63,1552.63,0.0,0,0,0,0,0,1,0,0,0,0,,3,85.7,D_NQ_NP_2X_778907-MLA97913793404_112025-E,webp
MLA2003865021,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-2003865021-abasto-excelente-ubicacion-balcon-subte-b-d-h-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.974226+00:00,Abasto - Excelente Ubicación! Balcón / Subte B-d-h,departamento,alquiler temporal,ARS,49000.0,$ 49.000,0,,"Gallo 800, Ciudad Autónoma De Buenos Aires, Argentina, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,1,1,1,1,,,30.0,30.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_781828-MLA76141693746_052024-E.webp,1,0,,,1 amb. | 1 baño | 30 m² cubiertos,"Departamento en alquiler temporal Abasto - Excelente Ubicación! Balcón / Subte B-d-h $ 49.000 1 amb. 1 baño 30 m² cubiertos Gallo 800, Ciudad Autónoma De Buenos Aires, Argentina, Almagro, Capital Federal Destacado",,15,MLA-2003865021-abasto-excelente-ubicacion-balcon-subte-b-d-h-_JM,Gallo,800,5,,,1633.33,1633.33,0.0,0,0,1,0,1,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_781828-MLA76141693746_052024-E,webp
MLA3563896416,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3563896416-alquiler-temporario-frente-entrada-hospital-italiano-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.974628+00:00,Alquiler Temporario Frente Entrada Hospital Italiano,departamento,alquiler temporal,ARS,50000.0,$ 50.000,0,,"Perón 4171, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,1,1,1,1,,,23.0,23.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_776662-MLA83159194913_032025-E.webp,1,0,,,1 amb. | 1 baño | 23 m² cubiertos,"Departamento en alquiler temporal Alquiler Temporario Frente Entrada Hospital Italiano $ 50.000 1 amb. 1 baño 23 m² cubiertos Perón 4171, Almagro, Capital Federal Destacado",,16,MLA-3563896416-alquiler-temporario-frente-entrada-hospital-italiano-_JM,Perón,4171,5,,,2173.91,2173.91,0.0,0,0,1,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_776662-MLA83159194913_032025-E,webp
MLA3648440912,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3648440912-departamento-2-amb-alquiler-hospital-italiano-imac-sanatorio-guemes-hospital-naval-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.975068+00:00,"Departamento 2 Amb, Alquiler Hospital Italiano, iMac, Sanatorio Guemes, Hospital Naval",departamento,alquiler temporal,ARS,70000.0,$ 70.000,0,,"Potosí 4321, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,2,2,1,1,,,45.0,45.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_759530-MLA111289148242_052026-E.webp,1,0,,,2 ambs. | 1 baño | 45 m² cubiertos,"Departamento en alquiler temporal Departamento 2 Amb, Alquiler Hospital Italiano, iMac, Sanatorio Guemes, Hospital Naval $ 70.000 2 ambs. 1 baño 45 m² cubiertos Potosí 4321, Almagro, Capital Federal Destacado",,17,MLA-3648440912-departamento-2-amb-alquiler-hospital-italiano-imac-sanatorio-guemes-hospital-naval-_JM,Potosí,4321,5,,,1555.56,1555.56,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_759530-MLA111289148242_052026-E,webp
MLA3617105356,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3617105356-departamento-1-amb-alquiler-hospital-italiano-sanatorio-guemes-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.975489+00:00,"Departamento 1 Amb. Alquiler Hospital Italiano, Sanatorio Guemes",departamento,alquiler temporal,ARS,50000.0,$ 50.000,0,,"Tte. Gral. Juan Domingo Perón 4059, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,1,1,1,1,,,35.0,35.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_759229-MLA113365075289_062026-E.webp,1,0,,,1 amb. | 1 baño | 35 m² cubiertos,"Departamento en alquiler temporal Departamento 1 Amb. Alquiler Hospital Italiano, Sanatorio Guemes $ 50.000 1 amb. 1 baño 35 m² cubiertos Tte. Gral. Juan Domingo Perón 4059, Almagro, Capital Federal Destacado",,18,MLA-3617105356-departamento-1-amb-alquiler-hospital-italiano-sanatorio-guemes-_JM,Tte. Gral. Juan Domingo Perón,4059,5,,,1428.57,1428.57,0.0,0,0,1,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_759229-MLA113365075289_062026-E,webp
MLA3824354982,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3824354982-departamento-en-alquiler-temporario-hospital-italiano-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.975960+00:00,Departamento En Alquiler Temporario Hospital Italiano,departamento,alquiler temporal,ARS,48000.0,$ 48.000,0,,"Tte. Gral. Juan Domingo Perón 4402, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,1,1,1,1,,,50.0,50.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_612605-MLA105101311328_012026-E.webp,1,0,,,1 amb. | 1 baño | 50 m² cubiertos,"Departamento en alquiler temporal Departamento En Alquiler Temporario Hospital Italiano $ 48.000 1 amb. 1 baño 50 m² cubiertos Tte. Gral. Juan Domingo Perón 4402, Almagro, Capital Federal Destacado",,19,MLA-3824354982-departamento-en-alquiler-temporario-hospital-italiano-_JM,Tte. Gral. Juan Domingo Perón,4402,5,,,960.0,960.0,0.0,0,0,1,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_612605-MLA105101311328_012026-E,webp
MLA3752456630,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3752456630-departamento-temporario-dia-semena-quincena-100-mts-hpital-italiano-mts-av-correintes-prox-sanatatorio-guemes-subtes-y-variedad-de-medios-de-locomocion-seguridad-24-hr-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.976396+00:00,Departamento Temporario Dia Semena Quincena 100 Mts Hpital Italiano Mts Av Correintes Prox Sanatatorio Guemes Subtes Y Variedad De Medios De Locomocion Seguridad 24 Hr,departamento,alquiler temporal,ARS,65000.0,$ 65.000,0,,"Gascón 655, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,2,2,1,1,,,48.0,48.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_880707-MLA115820105987_082026-E.webp,1,0,,,2 ambs. | 1 baño | 48 m² cubiertos,"Departamento en alquiler temporal Departamento Temporario Dia Semena Quincena 100 Mts Hpital Italiano Mts Av Correintes Prox Sanatatorio Guemes Subtes Y Variedad De Medios De Locomocion Seguridad 24 Hr $ 65.000 2 ambs. 1 baño 48 m² cubiertos Gascón 655, Almagro, Capital Federal Destacado",,20,MLA-3752456630-departamento-temporario-dia-semena-quincena-100-mts-hpital-italiano-mts-av-correintes-prox-sanatatorio-guemes-subtes-y-variedad-de-medios-de-locomocion-seguridad-24-hr-_JM,Gascón,655,5,,,1354.17,1354.17,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_880707-MLA115820105987_082026-E,webp
MLA3601008612,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3601008612-hospital-italiano-guemes-imac-departamento-2-ambientes-alquiler-temporario-minimo-7-noches-exclusivo-para-pacientes-y-personal-de-salud-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/,1,2026-09-05T20:08:29.976856+00:00,"Hospital Italiano, Guemes, iMac, Departamento 2 Ambientes Alquiler Temporario. Minimo 7 Noches. Exclusivo Para Pacientes Y Personal De Salud",departamento,alquiler temporal,ARS,60000.0,$ 60.000,0,,"Tte. Gral. Juan Domingo Perón 4059, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,2,2,1,1,,,42.0,42.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_757074-MLA114388684234_082026-E.webp,1,0,,,2 ambs. | 1 baño | 42 m² cubiertos,"Departamento en alquiler temporal Hospital Italiano, Guemes, iMac, Departamento 2 Ambientes Alquiler Temporario. Minimo 7 Noches. Exclusivo Para Pacientes Y Personal De Salud $ 60.000 2 ambs. 1 baño 42 m² cubiertos Tte. Gral. Juan Domingo Perón 4059, Almagro, Capital Federal Destacado",,21,MLA-3601008612-hospital-italiano-guemes-imac-departamento-2-ambientes-alquiler-temporario-minimo-7-noches-exclusivo-para-pacientes-y-personal-de-salud-_JM,Tte. Gral. Juan Domingo Perón,4059,5,,,1428.57,1428.57,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_757074-MLA114388684234_082026-E,webp
