item_id,fuente,url,search_url,pagina_origen,scraped_at_utc,titulo,tipo_propiedad,tipo_operacion,moneda,precio,precio_texto,desde,inmobiliaria,direccion,barrio,localidad,provincia,ambientes_min,ambientes_max,banios_min,banios_max,dormitorios_min,dormitorios_max,superficie_min_m2,superficie_max_m2,tipo_superficie,imagen_principal,destacado,emprendimiento,posesion,unidades_disponibles,atributos_texto,texto_tarjeta,parse_warnings,posicion_pagina,slug,calle,altura,comuna,precio_anterior,descuento_pct,precio_m2_min,precio_m2_max,amplitud_superficie_m2,es_rango_superficie,es_rango_ambientes,monoambiente,apto_credito,balcon,terraza,pileta,parrilla,cochera_mencionada,amenities_mencionadas,estado_entrega,cantidad_atributos,completitud_pct,imagen_id,imagen_extension
MLA3903235206,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3903235206-departamento-en-alquiler-3-ambientes-con-terraza-en-belgrano-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.502085+00:00,"Departamento En Alquiler, 3 Ambientes Con Terraza En Belgrano",departamento,alquiler,ARS,2350000.0,$ 2.350.000,0,,"Sucre Al 2400, Belgrano, Capital Federal",Belgrano,Capital Federal,Capital Federal,3,3,2,2,,,72.0,72.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_674725-MLA117032273215_092026-E.webp,1,0,,,3 ambs. | 2 baños | 72 m² cubiertos,"PUBLICADO ESTA SEMANA Departamento en alquiler Departamento En Alquiler, 3 Ambientes Con Terraza En Belgrano $ 2.350.000 3 ambs. 2 baños 72 m² cubiertos Sucre Al 2400, Belgrano, Capital Federal Destacado",,11,MLA-3903235206-departamento-en-alquiler-3-ambientes-con-terraza-en-belgrano-_JM,Sucre Al,2400,13,,,32638.89,32638.89,0.0,0,0,0,0,0,1,0,0,0,0,,3,85.7,D_NQ_NP_2X_674725-MLA117032273215_092026-E,webp
MLA3907341824,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3907341824-alquiler-de-semipiso-con-vista-4-ambientes-2-cocheras-torre-de-gelly-palermo-chico-caba-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.502683+00:00,"Alquiler De Semipiso Con Vista, 4 Ambientes + 2 Cocheras, Torre De Gelly, Palermo Chico, Caba",departamento,alquiler,USD,5500.0,US$ 5.500,0,,"JERÓNIMO SALGUERO Al 3031. Entre Castex Y Gelly, Palermo, Capital Federal",Palermo,Capital Federal,Capital Federal,4,4,4,4,,,237.0,237.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_976212-MLA115640073296_092026-E.webp,1,0,,,4 ambs. | 4 baños | 237 m² cubiertos,"PUBLICADO HOY Departamento en alquiler Alquiler De Semipiso Con Vista, 4 Ambientes + 2 Cocheras, Torre De Gelly, Palermo Chico, Caba US$ 5.500 4 ambs. 4 baños 237 m² cubiertos JERÓNIMO SALGUERO Al 3031. Entre Castex Y Gelly, Palermo, Capital Federal Destacado",,12,MLA-3907341824-alquiler-de-semipiso-con-vista-4-ambientes-2-cocheras-torre-de-gelly-palermo-chico-caba-_JM,JERÓNIMO SALGUERO Al 3031. Entre Castex Y Gelly,,14,,,23.21,23.21,0.0,0,0,0,0,0,0,0,0,1,0,,3,85.7,D_NQ_NP_2X_976212-MLA115640073296_092026-E,webp
MLA3488353260,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3488353260-departamento-en-puerto-madero-2-ambientes-luminosos-de-133-m2-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.503710+00:00,Departamento En Puerto Madero 2 Ambientes Luminosos De 133 M2,departamento,alquiler,USD,4000.0,US$ 4.000,0,,"Departamento En Madero Center - 2 Ambientes De 133 M2 - Cochera Y Baulera - Precio Paquete, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,Capital Federal,2,2,1,1,,,133.0,133.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_673572-MLA116127867437_082026-E.webp,1,0,,,2 ambs. | 1 baño | 133 m² cubiertos,"Departamento en alquiler Departamento En Puerto Madero 2 Ambientes Luminosos De 133 M2 US$ 4.000 2 ambs. 1 baño 133 m² cubiertos Departamento En Madero Center - 2 Ambientes De 133 M2 - Cochera Y Baulera - Precio Paquete, Puerto Madero, Capital Federal Destacado",,13,MLA-3488353260-departamento-en-puerto-madero-2-ambientes-luminosos-de-133-m2-_JM,Departamento En Madero Center - 2 Ambientes De 133 M2 - Cochera Y Baulera - Precio Paquete,,1,,,30.08,30.08,0.0,0,0,0,0,0,0,0,0,1,0,,3,85.7,D_NQ_NP_2X_673572-MLA116127867437_082026-E,webp
MLA3809462546,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3809462546-departamento-4-ambientes-en-puerto-madero-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.505448+00:00,Departamento 4 Ambientes En Puerto Madero,departamento,alquiler,USD,5000.0,US$ 5.000,0,,"El Faro - 4 Ambientes Con Dependencia - 230 M², Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,Capital Federal,4,4,2,2,,,230.0,230.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_993939-MLA115588548462_092026-E.webp,1,0,,,4 ambs. | 2 baños | 230 m² cubiertos,"Departamento en alquiler Departamento 4 Ambientes En Puerto Madero US$ 5.000 4 ambs. 2 baños 230 m² cubiertos El Faro - 4 Ambientes Con Dependencia - 230 M², Puerto Madero, Capital Federal Destacado",,14,MLA-3809462546-departamento-4-ambientes-en-puerto-madero-_JM,El Faro - 4 Ambientes Con Dependencia - 230 M²,,1,,,21.74,21.74,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_993939-MLA115588548462_092026-E,webp
MLA3770584954,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3770584954-alquiler-departamento-3-amb-lateral-en-palermo-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.506127+00:00,Alquiler Departamento 3 Amb Lateral En Palermo,departamento,alquiler,ARS,950000.0,$ 950.000,0,,"Godoy Cruz Al 2900, Palermo, Capital Federal",Palermo,Capital Federal,Capital Federal,3,3,1,1,,,48.0,48.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_935175-MLA114604825852_082026-E.webp,1,0,,,3 ambs. | 1 baño | 48 m² cubiertos,"Departamento en alquiler Alquiler Departamento 3 Amb Lateral En Palermo $ 950.000 3 ambs. 1 baño 48 m² cubiertos Godoy Cruz Al 2900, Palermo, Capital Federal Destacado",,15,MLA-3770584954-alquiler-departamento-3-amb-lateral-en-palermo-_JM,Godoy Cruz Al,2900,14,,,19791.67,19791.67,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_935175-MLA114604825852_082026-E,webp
MLA3903788506,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3903788506-impecable-4-ambientes-en-belgrano-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.506740+00:00,Impecable 4 Ambientes En Belgrano,departamento,alquiler,ARS,1300000.0,$ 1.300.000,0,,"Blanco Encalada Al 2600, Belgrano, Capital Federal",Belgrano,Capital Federal,Capital Federal,4,4,1,1,,,80.0,80.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_631325-MLA117039818303_092026-E.webp,1,0,,,4 ambs. | 1 baño | 80 m² cubiertos,"PUBLICADO ESTA SEMANA Departamento en alquiler Impecable 4 Ambientes En Belgrano $ 1.300.000 4 ambs. 1 baño 80 m² cubiertos Blanco Encalada Al 2600, Belgrano, Capital Federal Destacado",,16,MLA-3903788506-impecable-4-ambientes-en-belgrano-_JM,Blanco Encalada Al,2600,13,,,16250.0,16250.0,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_631325-MLA117039818303_092026-E,webp
MLA3903401426,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3903401426-alquiler-departamento-2-ambientes-villa-urquiza-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.507381+00:00,Alquiler Departamento 2 Ambientes Villa Urquiza.,departamento,alquiler,ARS,750000.0,$ 750.000,0,CONNECTION NEGOCIOS INMOB.,"Bucarelli Al 2000, Villa Urquiza, Capital Federal",Villa Urquiza,Capital Federal,Capital Federal,2,2,1,1,,,40.0,40.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_837538-MLA117034028587_092026-E.webp,1,0,,,2 ambs. | 1 baño | 40 m² cubiertos,"PUBLICADO ESTA SEMANA Departamento en alquiler Alquiler Departamento 2 Ambientes Villa Urquiza. CONNECTION NEGOCIOS INMOB. $ 750.000 2 ambs. 1 baño 40 m² cubiertos Bucarelli Al 2000, Villa Urquiza, Capital Federal Destacado",,17,MLA-3903401426-alquiler-departamento-2-ambientes-villa-urquiza-_JM,Bucarelli Al,2000,12,,,18750.0,18750.0,0.0,0,0,0,0,0,0,0,0,0,0,,3,100.0,D_NQ_NP_2X_837538-MLA117034028587_092026-E,webp
MLA2047758547,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-2047758547-chateau-libertador-espectacular-piso-casi-40-vista-al-rio-y-ciudad-full-amenities-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.508027+00:00,Chateau Libertador Espectacular Piso Casi 40 Vista Al Rio Y Ciudad Full Amenities,departamento,alquiler,USD,7000.0,US$ 7.000,0,Martin Pinus,"Av Del Libertador Al 7000, Núñez, Capital Federal",Núñez,Capital Federal,Capital Federal,4,4,6,6,,,290.0,290.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_829837-MLA116995598229_082026-E.webp,1,0,,,4 ambs. | 6 baños | 290 m² cubiertos,"PUBLICADO ESTA SEMANA Departamento en alquiler Chateau Libertador Espectacular Piso Casi 40 Vista Al Rio Y Ciudad Full Amenities Martin Pinus US$ 7.000 4 ambs. 6 baños 290 m² cubiertos Av Del Libertador Al 7000, Núñez, Capital Federal Destacado",,18,MLA-2047758547-chateau-libertador-espectacular-piso-casi-40-vista-al-rio-y-ciudad-full-amenities-_JM,Av Del Libertador Al,7000,13,,,24.14,24.14,0.0,0,0,0,0,0,0,0,0,0,1,,3,100.0,D_NQ_NP_2X_829837-MLA116995598229_082026-E,webp
MLA2051662721,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-2051662721-departamento-monoambiente-en-alquiler-zona-belgrano-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.508651+00:00,"Departamento Monoambiente En Alquiler, Zona Belgrano",departamento,alquiler,ARS,920000.0,$ 920.000,0,,"Sucre Al 2400, Belgrano, Capital Federal",Belgrano,Capital Federal,Capital Federal,1,1,1,1,,,31.0,31.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_720418-MLA116978600513_082026-E.webp,1,0,,,1 amb. | 1 baño | 31 m² cubiertos,"PUBLICADO ESTA SEMANA Departamento en alquiler Departamento Monoambiente En Alquiler, Zona Belgrano $ 920.000 1 amb. 1 baño 31 m² cubiertos Sucre Al 2400, Belgrano, Capital Federal Destacado",,19,MLA-2051662721-departamento-monoambiente-en-alquiler-zona-belgrano-_JM,Sucre Al,2400,13,,,29677.42,29677.42,0.0,0,0,1,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_720418-MLA116978600513_082026-E,webp
MLA3903049620,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3903049620-departamento-en-monserrat-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.509281+00:00,Departamento En Monserrat,departamento,alquiler,ARS,700000.0,$ 700.000,0,ESV Propiedades,"Tacuari Al 100, Monserrat, Capital Federal",Monserrat,Capital Federal,Capital Federal,1,1,1,1,,,45.0,45.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_951444-MLA115589899642_092026-E.webp,1,0,,,1 amb. | 1 baño | 45 m² cubiertos,"PUBLICADO ESTA SEMANA Departamento en alquiler Departamento En Monserrat ESV Propiedades $ 700.000 1 amb. 1 baño 45 m² cubiertos Tacuari Al 100, Monserrat, Capital Federal Destacado",,20,MLA-3903049620-departamento-en-monserrat-_JM,Tacuari Al,100,1,,,15555.56,15555.56,0.0,0,0,1,0,0,0,0,0,0,0,,3,100.0,D_NQ_NP_2X_951444-MLA115589899642_092026-E,webp
MLA1933164443,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1933164443-bayres-madero-alquiler-depto-de-1-dormitorio-con-cochera-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/,1,2026-09-03T16:45:14.509871+00:00,Bayres Madero Alquiler Depto De 1 Dormitorio Con Cochera,departamento,alquiler,USD,1300.0,US$ 1.300,0,,"Juana Manso 1100, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,Capital Federal,2,2,2,2,,,72.0,72.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_752325-MLA113988889656_072026-E.webp,1,0,,,2 ambs. | 2 baños | 72 m² cubiertos,"Departamento en alquiler Bayres Madero Alquiler Depto De 1 Dormitorio Con Cochera US$ 1.300 2 ambs. 2 baños 72 m² cubiertos Juana Manso 1100, Puerto Madero, Capital Federal Destacado",,21,MLA-1933164443-bayres-madero-alquiler-depto-de-1-dormitorio-con-cochera-_JM,Juana Manso,1100,1,,,18.06,18.06,0.0,0,0,0,0,0,0,0,0,1,0,,3,85.7,D_NQ_NP_2X_752325-MLA113988889656_072026-E,webp
