item_id,fuente,url,search_url,pagina_origen,scraped_at_utc,titulo,tipo_propiedad,tipo_operacion,moneda,precio,precio_texto,desde,inmobiliaria,direccion,barrio,localidad,provincia,ambientes_min,ambientes_max,banios_min,banios_max,dormitorios_min,dormitorios_max,superficie_min_m2,superficie_max_m2,tipo_superficie,imagen_principal,destacado,emprendimiento,posesion,unidades_disponibles,atributos_texto,texto_tarjeta,parse_warnings,posicion_pagina,slug,calle,altura,comuna,precio_anterior,descuento_pct,precio_m2_min,precio_m2_max,amplitud_superficie_m2,es_rango_superficie,es_rango_ambientes,monoambiente,apto_credito,balcon,terraza,pileta,parrilla,cochera_mencionada,amenities_mencionadas,estado_entrega,cantidad_atributos,completitud_pct,imagen_id,imagen_extension
MLA3867446746,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3867446746-edificio-en-microcentro-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.821055+00:00,Edificio En Microcentro,departamento,venta,USD,115000.0,US$ 115.000,1,LJ Ramos Brokers Inmobiliarios,"HIPÓLITO YRIGOYEN 740, Capital Federal",,Capital Federal,Capital Federal,1,1,,,,,27.0,51.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_807912-MLA115348088926_082026-E.webp,1,1,Venta en blanco,13.0,1 amb. | 27 - 51 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Edificio En Microcentro LJ Ramos Brokers Inmobiliarios Desde US$ 115.000 1 amb. 27 - 51 m² cubiertos HIPÓLITO YRIGOYEN 740, Capital Federal Venta en blanco 13 unidades disponibles Destacado",,11,MLA-3867446746-edificio-en-microcentro-_JM,HIPÓLITO YRIGOYEN,740,,,,2254.9,4259.26,24.0,1,0,1,0,0,0,0,0,0,0,en_pozo,2,71.4,D_NQ_NP_2X_807912-MLA115348088926_082026-E,webp
MLA3403883774,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3403883774-vibe-bonpland-tu-casa-se-mide-en-mucho-mas-que-metros-cuadrados-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.821590+00:00,Vibe Bonpland - Tu Casa Se Mide En Mucho Más Que Metros Cuadrados,departamento,venta,USD,129900.0,US$ 129.900,1,Baigún R&N,"BONPLAND 1435, Palermo Hollywood, Capital Federal",Palermo Hollywood,Capital Federal,Capital Federal,1,3,1,1,,,33.0,87.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_694167-MLA111879247764_062026-E.webp,1,1,Venta en blanco,11.0,1 a 3 ambs. | 1 baño | 33 - 87 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Vibe Bonpland - Tu Casa Se Mide En Mucho Más Que Metros Cuadrados Baigún R&N Desde US$ 129.900 1 a 3 ambs. 1 baño 33 - 87 m² cubiertos BONPLAND 1435, Palermo Hollywood, Capital Federal Venta en blanco 11 unidades disponibles Destacado",,12,MLA-3403883774-vibe-bonpland-tu-casa-se-mide-en-mucho-mas-que-metros-cuadrados-_JM,BONPLAND,1435,14,,,1493.1,3936.36,54.0,1,1,0,0,0,0,0,0,0,0,en_pozo,3,100.0,D_NQ_NP_2X_694167-MLA111879247764_062026-E,webp
MLA1480934856,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1480934856-amazonia-oportunidad-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.822148+00:00,Amazonia - Oportunidad,departamento,venta,USD,89000.0,US$ 89.000,1,Lepore,"Honorio Pueyrredon 1618, Villa Crespo, Capital Federal",Villa Crespo,Capital Federal,Capital Federal,1,2,1,2,,,21.0,50.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_939636-MLA111072702303_042026-E.webp,1,1,Preventa,13.0,1 a 2 ambs. | 1 a 2 baños | 21 - 50 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Amazonia - Oportunidad Lepore Desde US$ 89.000 1 a 2 ambs. 1 a 2 baños 21 - 50 m² cubiertos Honorio Pueyrredon 1618, Villa Crespo, Capital Federal Preventa 13 unidades disponibles Destacado",,13,MLA-1480934856-amazonia-oportunidad-_JM,Honorio Pueyrredon,1618,15,,,1780.0,4238.1,29.0,1,1,0,0,0,0,0,0,0,0,,3,100.0,D_NQ_NP_2X_939636-MLA111072702303_042026-E,webp
MLA1392608141,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1392608141-edificio-palermo-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.822694+00:00,Edificio - Palermo,departamento,venta,USD,573700.0,US$ 573.700,1,Yankel Group,"Cerviño 3941, Palermo, Capital Federal",Palermo,Capital Federal,Capital Federal,3,4,2,3,,,77.0,133.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_785213-MLA94923840008_102025-E.webp,1,1,Venta en blanco,4.0,3 a 4 ambs. | 2 a 3 baños | 77 - 133 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Edificio - Palermo Yankel Group Desde US$ 573.700 3 a 4 ambs. 2 a 3 baños 77 - 133 m² cubiertos Cerviño 3941, Palermo, Capital Federal Venta en blanco 4 unidades disponibles Destacado",,14,MLA-1392608141-edificio-palermo-_JM,Cerviño,3941,14,,,4313.53,7450.65,56.0,1,1,0,0,0,0,0,0,0,0,en_pozo,3,100.0,D_NQ_NP_2X_785213-MLA94923840008_102025-E,webp
MLA2910929282,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-2910929282-edificio-a-estrenar-unidades-de-1-2-3-y-4-amb-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.823233+00:00,"Edificio A Estrenar | Unidades De 1, 2, 3 Y 4 Amb",departamento,venta,USD,139200.0,US$ 139.200,1,Lepore,"Rio De Janeiro 577, Caballito, Capital Federal",Caballito,Capital Federal,Capital Federal,2,3,1,2,,,40.0,61.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_631425-MLA107512945802_032026-E.webp,1,1,Inmediata,3.0,2 a 3 ambs. | 1 a 2 baños | 40 - 61 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Edificio A Estrenar | Unidades De 1, 2, 3 Y 4 Amb Lepore Desde US$ 139.200 2 a 3 ambs. 1 a 2 baños 40 - 61 m² cubiertos Rio De Janeiro 577, Caballito, Capital Federal Inmediata 3 unidades disponibles Destacado",,15,MLA-2910929282-edificio-a-estrenar-unidades-de-1-2-3-y-4-amb-_JM,Rio De Janeiro,577,6,,,2281.97,3480.0,21.0,1,1,0,0,0,0,0,0,0,0,,3,100.0,D_NQ_NP_2X_631425-MLA107512945802_032026-E,webp
MLA1663166299,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1663166299-laprida-1339-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.823763+00:00,Laprida 1339,departamento,venta,USD,96000.0,US$ 96.000,1,Lepore,"Laprida 1339, Barrio Norte, Capital Federal",Barrio Norte,Capital Federal,Capital Federal,1,2,1,2,,,23.0,60.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_846971-MLA107464093163_022026-E.webp,1,1,Preventa,6.0,1 a 2 ambs. | 1 a 2 baños | 23 - 60 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Laprida 1339 Lepore Desde US$ 96.000 1 a 2 ambs. 1 a 2 baños 23 - 60 m² cubiertos Laprida 1339, Barrio Norte, Capital Federal Preventa 6 unidades disponibles Destacado",,16,MLA-1663166299-laprida-1339-_JM,Laprida,1339,,,,1600.0,4173.91,37.0,1,1,0,0,0,0,0,0,0,0,,3,100.0,D_NQ_NP_2X_846971-MLA107464093163_022026-E,webp
MLA1480837164,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1480837164-smart-point-recoleta-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.824294+00:00,Smart Point Recoleta,departamento,venta,USD,198800.0,US$ 198.800,1,Lepore,"Arenales 3170, Barrio Norte, Capital Federal",Barrio Norte,Capital Federal,Capital Federal,2,2,1,2,,,41.0,52.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_731182-MLA113717463612_072026-E.webp,1,1,Venta en blanco,6.0,2 ambs. | 1 a 2 baños | 41 - 52 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Smart Point Recoleta Lepore Desde US$ 198.800 2 ambs. 1 a 2 baños 41 - 52 m² cubiertos Arenales 3170, Barrio Norte, Capital Federal Venta en blanco 6 unidades disponibles Destacado",,17,MLA-1480837164-smart-point-recoleta-_JM,Arenales,3170,,,,3823.08,4848.78,11.0,1,0,0,0,0,0,0,0,0,0,en_pozo,3,100.0,D_NQ_NP_2X_731182-MLA113717463612_072026-E,webp
MLA1384532323,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1384532323-espacio-uriarte-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.824821+00:00,Espacio Uriarte,departamento,venta,USD,270000.0,US$ 270.000,1,Lepore,"Uriarte 2217, Palermo, Capital Federal",Palermo,Capital Federal,Capital Federal,2,2,1,2,2,2,70.0,300.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_901030-MLA106587054646_022026-E.webp,1,1,Preventa,2.0,Monoambiente a 2 dormitorios | 1 a 2 baños | 70 - 300 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Espacio Uriarte Lepore Desde US$ 270.000 Monoambiente a 2 dormitorios 1 a 2 baños 70 - 300 m² cubiertos Uriarte 2217, Palermo, Capital Federal Preventa 2 unidades disponibles Destacado",,18,MLA-1384532323-espacio-uriarte-_JM,Uriarte,2217,14,,,900.0,3857.14,230.0,1,0,1,0,0,0,0,0,0,0,,3,100.0,D_NQ_NP_2X_901030-MLA106587054646_022026-E,webp
MLA1383704603,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1383704603-espacio-honduras-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.825346+00:00,Espacio Honduras,departamento,venta,USD,166000.0,US$ 166.000,1,Lepore,"AV SCALABRINI ORTIZ 1492, Palermo, Capital Federal",Palermo,Capital Federal,Capital Federal,1,3,1,2,,,38.0,63.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_866897-MLA107523865063_022026-E.webp,1,1,Inmediata,4.0,1 a 3 ambs. | 1 a 2 baños | 38 - 63 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Espacio Honduras Lepore Desde US$ 166.000 1 a 3 ambs. 1 a 2 baños 38 - 63 m² cubiertos AV SCALABRINI ORTIZ 1492, Palermo, Capital Federal Inmediata 4 unidades disponibles Destacado",,19,MLA-1383704603-espacio-honduras-_JM,AV SCALABRINI ORTIZ,1492,14,,,2634.92,4368.42,25.0,1,1,0,0,0,0,0,0,0,0,,3,100.0,D_NQ_NP_2X_866897-MLA107523865063_022026-E,webp
MLA2044226589,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-2044226589-edificio-en-almagro-con-unidades-de-1-a-4-ambientes-full-amenities-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.825864+00:00,"Edificio En Almagro, Con Unidades De 1 A 4 Ambientes, Full Amenities",departamento,venta,USD,100980.0,US$ 100.980,1,Interwin,"Sarmiento 4242, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,1,4,1,2,,,27.0,83.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_933364-MLA115440454710_082026-E.webp,1,1,Venta en blanco,8.0,1 a 4 ambs. | 1 a 2 baños | 27 - 83 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Edificio En Almagro, Con Unidades De 1 A 4 Ambientes, Full Amenities Interwin Desde US$ 100.980 1 a 4 ambs. 1 a 2 baños 27 - 83 m² cubiertos Sarmiento 4242, Almagro, Capital Federal Venta en blanco 8 unidades disponibles Destacado",,20,MLA-2044226589-edificio-en-almagro-con-unidades-de-1-a-4-ambientes-full-amenities-_JM,Sarmiento,4242,5,,,1216.63,3740.0,56.0,1,1,0,0,0,0,0,0,0,1,en_pozo,3,100.0,D_NQ_NP_2X_933364-MLA115440454710_082026-E,webp
MLA1201626701,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1201626701-edificio-belgrano-chico-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.826392+00:00,Edificio - Belgrano Chico,departamento,venta,USD,195000.0,US$ 195.000,1,DARIA,"Migueletes 2284, Belgrano Chico, Capital Federal",Belgrano Chico,Capital Federal,Capital Federal,2,4,1,3,,,47.0,209.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_641610-MLA88707095604_072025-E.webp,1,1,Entrega inmediata,4.0,2 a 4 ambs. | 1 a 3 baños | 47 - 209 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Edificio - Belgrano Chico DARIA Desde US$ 195.000 2 a 4 ambs. 1 a 3 baños 47 - 209 m² cubiertos Migueletes 2284, Belgrano Chico, Capital Federal Entrega inmediata 4 unidades disponibles Destacado",,21,MLA-1201626701-edificio-belgrano-chico-_JM,Migueletes,2284,13,,,933.01,4148.94,162.0,1,1,0,0,0,0,0,0,0,0,entrega_inmediata,3,100.0,D_NQ_NP_2X_641610-MLA88707095604_072025-E,webp
MLA1555115422,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1555115422-emprendimiento-en-belgrano-con-unidades-de-1-2-y-3-ambientes-todas-al-frente-con-gym-pileta-y-parrilla-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/,1,2026-09-03T16:28:55.827025+00:00,"Emprendimiento En Belgrano Con Unidades De 1, 2 Y 3 Ambientes Todas Al Frente, Con Gym, Pileta Y Parrilla.",departamento,venta,USD,131834.0,US$ 131.834,1,Interwin,"Vuelta De Obligado 2602, Belgrano, Capital Federal",Belgrano,Capital Federal,Capital Federal,1,3,1,2,,,30.0,73.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_654163-MLA77436746649_072024-E.webp,1,1,Venta en blanco,3.0,1 a 3 ambs. | 1 a 2 baños | 30 - 73 m² cubiertos,"EMPRENDIMIENTO Departamento en venta Emprendimiento En Belgrano Con Unidades De 1, 2 Y 3 Ambientes Todas Al Frente, Con Gym, Pileta Y Parrilla. Interwin Desde US$ 131.834 1 a 3 ambs. 1 a 2 baños 30 - 73 m² cubiertos Vuelta De Obligado 2602, Belgrano, Capital Federal Venta en blanco 3 unidades disponibles Destacado",,22,MLA-1555115422-emprendimiento-en-belgrano-con-unidades-de-1-2-y-3-ambientes-todas-al-frente-con-gym-pileta-y-parrilla-_JM,Vuelta De Obligado,2602,13,,,1805.95,4394.47,43.0,1,1,0,0,0,0,1,1,0,0,en_pozo,3,100.0,D_NQ_NP_2X_654163-MLA77436746649_072024-E,webp
