item_id,fuente,url,search_url,pagina_origen,scraped_at_utc,titulo,tipo_propiedad,tipo_operacion,moneda,precio,precio_texto,desde,inmobiliaria,direccion,barrio,localidad,provincia,ambientes_min,ambientes_max,banios_min,banios_max,dormitorios_min,dormitorios_max,superficie_min_m2,superficie_max_m2,tipo_superficie,imagen_principal,destacado,emprendimiento,posesion,unidades_disponibles,atributos_texto,texto_tarjeta,parse_warnings,posicion_pagina,slug,calle,altura,comuna,precio_anterior,descuento_pct,precio_m2_min,precio_m2_max,amplitud_superficie_m2,es_rango_superficie,es_rango_ambientes,monoambiente,apto_credito,balcon,terraza,pileta,parrilla,cochera_mencionada,amenities_mencionadas,estado_entrega,cantidad_atributos,completitud_pct,imagen_id,imagen_extension
MLA3664417116,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3664417116-av-san-martin-5192-departamento-cuatro-ambientes-con-dependencia-cochera-pileta-dos-sum-parrilla-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/agronomia/,1,2026-09-05T19:25:49.667970+00:00,Av San Martín 5192. Departamento Cuatro Ambientes Con Dependencia. Cochera. Pileta. Dos Sum. Parrilla.,departamento,alquiler,ARS,2000000.0,$ 2.000.000,0,,"Comuna 11, Av. S. Martín 5192, Agronomía, Capital Federal",Agronomía,Capital Federal,Capital Federal,4,4,2,2,,,95.0,95.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_761162-MLA113791489220_072026-E.webp,0,0,,,4 ambs. | 2 baños | 95 m² cubiertos,"Departamento en alquiler Av San Martín 5192. Departamento Cuatro Ambientes Con Dependencia. Cochera. Pileta. Dos Sum. Parrilla. $ 2.000.000 4 ambs. 2 baños 95 m² cubiertos Comuna 11, Av. S. Martín 5192, Agronomía, Capital Federal",,11,MLA-3664417116-av-san-martin-5192-departamento-cuatro-ambientes-con-dependencia-cochera-pileta-dos-sum-parrilla-_JM,Comuna,11,15,,,21052.63,21052.63,0.0,0,0,0,0,0,0,1,1,1,1,,3,85.7,D_NQ_NP_2X_761162-MLA113791489220_072026-E,webp
MLA1937554079,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1937554079-monoambiente-muy-amplio-contra-frente-con-balcon-piscina-sum-laundry-parrillas-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/agronomia/,1,2026-09-05T19:25:49.668376+00:00,Monoambiente Muy Amplio Contra Frente Con Balcon - Piscina Sum Laundry Parrillas,departamento,alquiler,ARS,590000.0,$ 590.000,0,,"Av. S. Martín 4990, Agronomía, Capital Federal",Agronomía,Capital Federal,Capital Federal,1,1,1,1,,,44.0,44.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_663115-MLA114069999284_072026-E.webp,0,0,,,1 amb. | 1 baño | 44 m² cubiertos,"Departamento en alquiler Monoambiente Muy Amplio Contra Frente Con Balcon - Piscina Sum Laundry Parrillas $ 590.000 1 amb. 1 baño 44 m² cubiertos Av. S. Martín 4990, Agronomía, Capital Federal",,12,MLA-1937554079-monoambiente-muy-amplio-contra-frente-con-balcon-piscina-sum-laundry-parrillas-_JM,Av. S. Martín,4990,15,,,13409.09,13409.09,0.0,0,0,1,0,1,0,1,1,0,1,,3,85.7,D_NQ_NP_2X_663115-MLA114069999284_072026-E,webp
MLA3762168742,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3762168742-4-ambientes-al-frente-2-balcones-agronomia-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/agronomia/,1,2026-09-05T19:25:49.668789+00:00,4 Ambientes Al Frente | 2 Balcones | Agronomia,departamento,alquiler,ARS,1200000.0,$ 1.200.000,0,,"NAZCA Al 3985. Entre Nueva York Y Asuncion, Agronomía, Capital Federal",Agronomía,Capital Federal,Capital Federal,4,4,1,1,,,65.0,65.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_688035-MLA114535181134_082026-E.webp,0,0,,,4 ambs. | 1 baño | 65 m² cubiertos,"Departamento en alquiler 4 Ambientes Al Frente | 2 Balcones | Agronomia $ 1.200.000 4 ambs. 1 baño 65 m² cubiertos NAZCA Al 3985. Entre Nueva York Y Asuncion, Agronomía, Capital Federal",,13,MLA-3762168742-4-ambientes-al-frente-2-balcones-agronomia-_JM,NAZCA Al 3985. Entre Nueva York Y Asuncion,,15,,,18461.54,18461.54,0.0,0,0,0,0,1,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_688035-MLA114535181134_082026-E,webp
MLA3853977110,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3853977110-alquiler-monoambiente-agronomia-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/agronomia/,1,2026-09-05T19:25:49.669248+00:00,Alquiler- Monoambiente- Agronomia,departamento,alquiler,ARS,550000.0,$ 550.000,0,,"Av. S. Martín 5063, Cdad. Autónoma De Buenos Aires, Argentina, Agronomía, Capital Federal",Agronomía,Capital Federal,Capital Federal,1,1,1,1,,,37.0,37.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_774416-MLA116662842731_082026-E.webp,0,0,,,1 amb. | 1 baño | 37 m² cubiertos,"Departamento en alquiler Alquiler- Monoambiente- Agronomia $ 550.000 1 amb. 1 baño 37 m² cubiertos Av. S. Martín 5063, Cdad. Autónoma De Buenos Aires, Argentina, Agronomía, Capital Federal",,14,MLA-3853977110-alquiler-monoambiente-agronomia-_JM,Av. S. Martín,5063,15,,,14864.86,14864.86,0.0,0,0,1,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_774416-MLA116662842731_082026-E,webp
MLA3876803800,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3876803800-2-amb-tipo-entrepiso-doble-altura-pb-fte-sin-expensas-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/agronomia/,1,2026-09-05T19:25:49.669683+00:00,2 Amb Tipo Entrepiso Doble Altura Pb Fte Sin Expensas,departamento,alquiler,ARS,700000.0,$ 700.000,0,,"Empedrado 2400, Agronomía, Capital Federal",Agronomía,Capital Federal,Capital Federal,2,2,1,1,,,30.0,30.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_768754-MLA116831591657_082026-E.webp,0,0,,,2 ambs. | 1 baño | 30 m² cubiertos,"Departamento en alquiler 2 Amb Tipo Entrepiso Doble Altura Pb Fte Sin Expensas $ 700.000 2 ambs. 1 baño 30 m² cubiertos Empedrado 2400, Agronomía, Capital Federal",,15,MLA-3876803800-2-amb-tipo-entrepiso-doble-altura-pb-fte-sin-expensas-_JM,Empedrado,2400,15,,,23333.33,23333.33,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_768754-MLA116831591657_082026-E,webp
MLA1961657137,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1961657137-departamento-alquiler-3-ambientes-agronomia-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/agronomia/,1,2026-09-05T19:25:49.670178+00:00,Departamento Alquiler 3 Ambientes Agronomía,departamento,alquiler,ARS,2000000.0,$ 2.000.000,0,,"Bolivia Al 2900, Agronomía, Capital Federal",Agronomía,Capital Federal,Capital Federal,3,3,2,2,,,77.0,77.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_618287-MLA114437866140_082026-E.webp,0,0,,,3 ambs. | 2 baños | 77 m² cubiertos,"Departamento en alquiler Departamento Alquiler 3 Ambientes Agronomía $ 2.000.000 3 ambs. 2 baños 77 m² cubiertos Bolivia Al 2900, Agronomía, Capital Federal",,16,MLA-1961657137-departamento-alquiler-3-ambientes-agronomia-_JM,Bolivia Al,2900,15,,,25974.03,25974.03,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_618287-MLA114437866140_082026-E,webp
MLA2041175073,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-2041175073-alquiler-departamento-monoambiente-amoblado-almagro-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/almagro/,1,2026-09-05T19:26:00.058422+00:00,Alquiler Departamento Monoambiente Amoblado Almagro,departamento,alquiler,USD,650.0,US$ 650,0,,"Potosi Al 4300, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,1,1,1,1,,,32.0,32.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_621524-MLA115787043838_092026-E.webp,1,0,,,1 amb. | 1 baño | 32 m² cubiertos,"Departamento en alquiler Alquiler Departamento Monoambiente Amoblado Almagro US$ 650 1 amb. 1 baño 32 m² cubiertos Potosi Al 4300, Almagro, Capital Federal Destacado",,1,MLA-2041175073-alquiler-departamento-monoambiente-amoblado-almagro-_JM,Potosi Al,4300,5,,,20.31,20.31,0.0,0,0,1,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_621524-MLA115787043838_092026-E,webp
MLA3644323480,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3644323480-humahuaca-y-av-medrano-frente-muy-luminoso-tres-dormitorios-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/almagro/,1,2026-09-05T19:26:00.059317+00:00,Humahuaca Y Av. Medrano Frente Muy Luminoso Tres Dormitorios,departamento,alquiler,ARS,1600000.0,$ 1.600.000,0,,"Humahuaca 4000, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,4,4,1,1,,,82.0,82.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_842240-MLA114927488457_072026-E.webp,1,0,,,4 ambs. | 1 baño | 82 m² cubiertos,"Departamento en alquiler Humahuaca Y Av. Medrano Frente Muy Luminoso Tres Dormitorios $ 1.600.000 4 ambs. 1 baño 82 m² cubiertos Humahuaca 4000, Almagro, Capital Federal Destacado",,2,MLA-3644323480-humahuaca-y-av-medrano-frente-muy-luminoso-tres-dormitorios-_JM,Humahuaca,4000,5,,,19512.2,19512.2,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_842240-MLA114927488457_072026-E,webp
MLA1977188375,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1977188375-alquiler-semipiso-4-ambientes-almagro-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/almagro/,1,2026-09-05T19:26:00.060137+00:00,Alquiler Semipiso 4 Ambientes Almagro,departamento,alquiler,ARS,1300000.0,$ 1.300.000,0,,"Rawson Al 100, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,4,4,1,1,,,70.0,70.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_997245-MLA115958612463_082026-E.webp,1,0,,,4 ambs. | 1 baño | 70 m² cubiertos,"Departamento en alquiler Alquiler Semipiso 4 Ambientes Almagro $ 1.300.000 4 ambs. 1 baño 70 m² cubiertos Rawson Al 100, Almagro, Capital Federal Destacado",,3,MLA-1977188375-alquiler-semipiso-4-ambientes-almagro-_JM,Rawson Al,100,5,,,18571.43,18571.43,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_997245-MLA115958612463_082026-E,webp
MLA3717223942,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3717223942-departamento-en-alquiler-tres-ambientes-almagro-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/almagro/,1,2026-09-05T19:26:00.060951+00:00,Departamento En Alquiler Tres Ambientes Almagro,departamento,alquiler,ARS,1000000.0,$ 1.000.000,0,,"Francisco Acuña De Figueroa Al 1000, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,3,3,1,1,,,58.0,58.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_820703-MLA114186935778_082026-E.webp,1,0,,,3 ambs. | 1 baño | 58 m² cubiertos,"Departamento en alquiler Departamento En Alquiler Tres Ambientes Almagro $ 1.000.000 3 ambs. 1 baño 58 m² cubiertos Francisco Acuña De Figueroa Al 1000, Almagro, Capital Federal Destacado",,4,MLA-3717223942-departamento-en-alquiler-tres-ambientes-almagro-_JM,Francisco Acuña De Figueroa Al,1000,5,,,17241.38,17241.38,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_820703-MLA114186935778_082026-E,webp
MLA3911211994,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3911211994-departamento-de-3-ambientes-en-alquiler-en-almagro-amenities-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/almagro/,1,2026-09-05T19:26:00.061836+00:00,Departamento De 3 Ambientes En Alquiler En Almagro. Amenities,departamento,alquiler,ARS,1800000.0,$ 1.800.000,0,Yankel Group,"Estado De Israel Al 4300, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,3,3,1,1,,,50.0,50.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_689401-MLA115693376570_092026-E.webp,1,0,,,3 ambs. | 1 baño | 50 m² cubiertos,"PUBLICADO ESTA SEMANA Departamento en alquiler Departamento De 3 Ambientes En Alquiler En Almagro. Amenities Yankel Group $ 1.800.000 3 ambs. 1 baño 50 m² cubiertos Estado De Israel Al 4300, Almagro, Capital Federal Destacado",,5,MLA-3911211994-departamento-de-3-ambientes-en-alquiler-en-almagro-amenities-_JM,Estado De Israel Al,4300,5,,,36000.0,36000.0,0.0,0,0,0,0,0,0,0,0,0,1,,3,100.0,D_NQ_NP_2X_689401-MLA115693376570_092026-E,webp
MLA1873562611,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1873562611-alquiler-departamento-luminoso-3-ambientes-c-dependencia-c-lavadero-y-cochera-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler/capital-federal/almagro/,1,2026-09-05T19:26:00.062668+00:00,"Alquiler Departamento Luminoso 3 Ambientes, C/ Dependencia C/ Lavadero Y Cochera",departamento,alquiler,ARS,1380000.0,$ 1.380.000,0,,"Diaz Velez Al 3800, Almagro, Capital Federal",Almagro,Capital Federal,Capital Federal,3,3,2,2,,,85.0,85.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_698423-MLA114119069337_072026-E.webp,1,0,,,3 ambs. | 2 baños | 85 m² cubiertos,"Departamento en alquiler Alquiler Departamento Luminoso 3 Ambientes, C/ Dependencia C/ Lavadero Y Cochera $ 1.380.000 3 ambs. 2 baños 85 m² cubiertos Diaz Velez Al 3800, Almagro, Capital Federal Destacado",,6,MLA-1873562611-alquiler-departamento-luminoso-3-ambientes-c-dependencia-c-lavadero-y-cochera-_JM,Diaz Velez Al,3800,5,,,16235.29,16235.29,0.0,0,0,0,0,0,0,0,0,1,0,,3,85.7,D_NQ_NP_2X_698423-MLA114119069337_072026-E,webp
