property_id,fuente,url,scraped_at_utc,search_url,pagina_origen,http_status,parse_ok,parse_warnings,titulo,descripcion,tipo_operacion,tipo_propiedad,estado_publicacion,fecha_publicacion,inmobiliaria,seller_id,moneda,precio,precio_texto,expensas_moneda,expensas,expensas_texto,precio_m2_calculado,direccion_completa,calle,altura,piso,unidad,barrio,localidad,partido,provincia,pais,codigo_postal,latitud,longitud,ambientes,dormitorios,banios,toilettes,cocheras,superficie_total_m2,superficie_cubierta_m2,superficie_descubierta_m2,superficie_semicubierta_m2,superficie_terreno_m2,frente_m,fondo_m,antiguedad_anios,estado_inmueble,disposicion,orientacion,luminosidad,cantidad_plantas,cantidad_pisos_edificio,departamentos_por_piso,apto_credito,apto_profesional,permite_mascotas,accesibilidad,amoblado,balcon,terraza,patio,jardin,parrilla,pileta,sum,gimnasio,sauna,laundry,baulera,ascensor,seguridad_24h,vigilancia,aire_acondicionado,calefaccion,losa_radiante,gas_natural,agua_corriente,electricidad,cloaca,internet,vista_rio,vista_abierta,reciclado,a_refaccionar,cantidad_imagenes,imagen_principal,video_url,tour_virtual_url,cantidad_atributos_extra,atributos_extra_json,jsonld_raw
9b1825b3ae1bbb761af8,Argenprop,https://www.argenprop.com/departamento-en-venta-en-botanico-4-ambientes--19718486,2026-08-15T23:56:14.563543+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,1,200,1,modo_listado_sin_ficha_detallada,IMPECABLE SEMIPISO! BALCÓN AL PULMÓN C/VISTA ABIERTA! Todo luz y sol! Doble circulación! Baulera! ÚNICO! OPORT!,,venta,departamento,,,,,USD,225000.0,USD 225.000 + $550.000 expensas,,,,2500.0,Sánchez De Bustamante 2600,Sánchez De Bustamante,2600,,,,,,,,,,,,3,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/68481791/7526c024-bb60-426d-a052-3c9a970eb08d_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 20 Ver más fotos 1 /28 Visto 38.357 USD 225.000 &plus; $550.000 expensas Sánchez De Bustamante 2600 Departamento en Venta en Botanico, Palermo 90 m² cubie. 3 dorm. 40 años IMPECABLE SEMIPISO! BALCÓN AL PULMÓN C/VISTA ABIERTA! Todo luz y sol! Doble circulación! Baulera! ÚNICO! OPORT! Impecable semipiso! Balcón corrido al pulmón de manzana con vista abierta! Muy luminoso! Todo luz y sol! Excelente distribución! Doble circulación! Palier privado! Hall de entrada! Living-comedor! Baño completo con ventilación natural! 2 dormitorios! Placares! Cocina completa! Dependencia de servicio con su baño o 3er dormitorio! Lavadero independiente! 2 splits! Pisos de madera! Servicios centrales! Baulera! El encargado vive en el edificio! Inmejorable ubicación! Único! Oportunidad! *Esta propiedad no posee acceso para personas con movilidad reducida *las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matrícula cucicba 2204 WhatsApp Contactar""}",
049887d89b741b0bc650,Argenprop,https://www.argenprop.com/departamento-en-venta-en-palermo-chico-1-ambiente--20163564,2026-08-15T23:56:14.574836+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,1,200,1,modo_listado_sin_ficha_detallada,Departamento en venta en Palermo Chico,,venta,departamento,,,,,USD,170000.0,USD 170.000 + $126.992 expensas,,,,4473.68,Avenida Cerviño 3200,Avenida Cerviño,3200,,,,,,,,,,,,1,,,,38.0,41.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,https://www.argenprop.com/static-content/46536102/27dee549-ab8c-45a1-a8e1-5c8feb98209e_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 12 Ver más fotos 1 /20 Visto 37.491 USD 170.000 &plus; $126.992 expensas Avenida Cerviño 3200 Departamento en Venta en Palermo Chico, Palermo 38 m² cubie. 1 dorm. 56 años Departamento en venta en Palermo Chico Monoambiente reciclado por arquitecto a estrenar ubicación inmejorable: a 1 cuadra de av. Del libertador a 1 cuadra de av. Coronel díaz a 1 cuadra de av. Las heras a minutos de alto palermo shopping, paseo alcorta, bosques de palermo y jardín botánico superficie: total: 41,33 m² cubierta: 37,55 m² expensas (junio 2026): $126.992 el departamento totalmente refaccionado a nuevo (julio 2026) a estrenar muy luminoso balcón al frente (3er piso) todo eléctrico aire acondicionado frío/calor artefactos de iluminación y cortina roller black out incluidos gran espacio de guardado muebles de diseño hechos a medida mesada y alzada de cuarzo natural (silestone) griferías de primeras marcas pisos water floor instalaciones completamente nuevas (electricidad, agua y desagües) terminaciones y detalles de categoría bajas expensas y muy fácil de mantener espacio con conexión para lavarropas o lavavajillas purificador de aire en cocina vende arquitecto el edificio: obra del reconocido arquitecto alejandro virasoro, con un hall de entrada y pasillos amplios, con excelente ventilación. Por cuestiones de seguridad, para visitar la propiedad se le solicitará nombre, apellido y dni. La información gráfica y escrita contenida en el presente aviso es meramente a título estimativo y no forma parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido. Asimismo, los importes de impuestos, tasas, servicios y expensas aquí indicados están sujetos a verificación por parte del potencial comprador. El valor del inmueble indicado en el presente puede ser modificado sin previo aviso. WhatsApp Contactar""}",
31bd4f959ac664005558,Argenprop,https://www.argenprop.com/departamento-en-venta-en-caballito-sur-3-ambientes--20025428,2026-08-16T00:26:10.056189+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,"Dueño Directo - Departamento 3 Ambientes Dos Patios -mejor Zona Caballito - Luminoso Y Amplio, A Metros De Pedro Goyena Y Barrio Ingles- Sin Comisión",,venta,departamento,,,,,USD,127000.0,USD 127.000 + $165.000 expensas,,,,2228.07,"Del Barco Centenera 600, Piso av.",Del Barco Centenera,600,av,,,,,,,,,,3,2,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,https://www.argenprop.com/static-content/82452002/39ad3d77-a262-498a-bfbb-0353dc88ea92_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 7 Ver más fotos 1 /15 Visto 36.424 USD 127.000 &plus; $165.000 expensas Del Barco Centenera 600, Piso av. Departamento en Venta en Caballito Sur, Caballito 57 m² cubie. 2 dorm. 50 años Dueño Directo - Departamento 3 Ambientes Dos Patios -mejor Zona Caballito - Luminoso Y Amplio, A Metros De Pedro Goyena Y Barrio Ingles- Sin Comisión Imperdible departamento de 3 amb, en pb, luminoso, con ventilación cruzada y con muy buena distribución. Amplia cocina con mesada en u, bacha doble y espacio para lavavajillas. Desde la cocina se accede al patio interno con lavadero. Living/comedor super amplio con espacio para mesa de 8 sillas y espacio para sillón 3 cuerpos (o más o sillón en l) + espacio para mesa ratona y rack de tv. Baño completo con bañadera. Habitación principal amplia con placard, y salida al patio principal, de 20 m2 que ventila a pulmón de manzana (se puede poner parrilla, pelopincho grande, mesa y sillas) segunda habitación amplia con vista al patio principal. Hall de distribución con enorme espacio de guardado, + una baulera en sótano de 3m2. A media cuadra de av. Pedro goyena a 6 cuadras de estación de subte a, estación primera junta a 8 cuadras de estación tren sarmiento, caballito a 5 cuadras de estación de subte e, estación josé maría moreno. Cerquísima del hermoso parque chacabuco el departamento se encuentra actualmente vacío, está en buen estado (caños pluviales, de agua, luz y gas nuevos). Requiere una lavada de cara, con pintura y plastificado de pisos (a gusto personal). Dueño directo - sin comisiones podés ver el video de la propiedad, en el siguiente enlace: https: youtu.Be/a6caf9hzgfk WhatsApp Contactar""}",
059ac2c0dc9e748e1228,Argenprop,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--19442521,2026-08-16T00:26:10.068160+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,"Venta Departamento 2 ambientes en Caballito, Capital Federal .Piso entero en altura: privacidad real, luz natural y una forma distinta de vivir la ciudad",,venta,departamento,,,,,USD,180000.0,USD 180.000 + $330.000 expensas,,,,3461.54,Avenida Díaz Vélez 5000,Avenida Díaz Vélez,5000,,,,,,,,,,,2,1,2,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/12524491/9d6b952c-b161-4d97-9587-831151e8ce07_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 27 Ver más fotos 1 /35 Visto 35.800 USD 180.000 &plus; $330.000 expensas Avenida Díaz Vélez 5000 Departamento en Venta en Caballito, CABA 52 m² cubie. 1 dorm. 10 años Venta Departamento 2 ambientes en Caballito, Capital Federal .Piso entero en altura: privacidad real, luz natural y una forma distinta de vivir la ciudad Venta departamento 2 ambientes en caballito, capital federal . Con renta piso entero en altura: privacidad real, luz natural y una forma distinta de vivir la ciudad no es un departamento más. Es llegar a tu piso y saber que no compartís ese espacio con nadie más. En un piso 11, este 2 ambientes se llena de luz y aire durante todo el día, generando esa sensación de amplitud y calma que cuesta encontrar en la ciudad. La distribución está pensada para que cada espacio se disfrute: living cómodo, con luz natural protagonista cocina independiente a gas (ideal si realmente te gusta cocinar) dormitorio con excelente ventilación 2 baños: uno completo con bañera + toilette para visitas detalles que suman valor en el día a día: cochera cubierta incluida nº 3 calefacción por panel eléctrico preinstalación de aire acondicionado espacio para lavarropas amenities en el 8vo piso : pileta, laundry, solarium y sum? No dudes en cordinar tu visita tel : cel : +54 9 11 lepore villa crespo. Lepore propiedades . Lepore propiedades s.A. Cuit : -9. C.U.C.I.C.B.A. Matrícula nº 931 (caballito, villa crespo, san cristóbal). Aviso legal: las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. WhatsApp Contactar""}",
fbf10c184996666289eb,Argenprop,https://www.argenprop.com/departamento-en-venta-en-caballito-norte-4-ambientes--20228131,2026-08-16T00:26:10.080364+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,DEPARTAMENTO 3 AMBIENTES EN VENTA EN CABALLITO NORTE – AV. DÍAZ VÉLEZ 4537,,venta,departamento,,,,,USD,118000.0,USD 118.000 + $100.000 expensas,,,,1934.43,"Av Diaz Velez 4500, Piso 4",Av Diaz Velez,4500,4,,,,,,,,,,3,2,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/13182202/185d3f20-b08a-4d44-9c82-84e1bdb20d5e_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 1 Ver más fotos 1 /9 Visto 35.210 USD 118.000 &plus; $100.000 expensas Av Diaz Velez 4500, Piso 4 Departamento en Venta en Caballito Norte, Caballito 61 m² cubie. 3 m² Semicubierta 2 dorm. DEPARTAMENTO 3 AMBIENTES EN VENTA EN CABALLITO NORTE – AV. DÍAZ VÉLEZ 4537 Departamento 3 ambientes en venta en caballito norte – av. Díaz vélez 4537 excelente oportunidad para quienes buscan amplitud, ubicación estratégica y gran potencial de actualización a solo 200 metros de parque centenario. La propiedad cuenta con 64,56 m², distribución funcional y ambientes cómodos, ideales para vivienda permanente, primera vivienda o inversión. Dispone de: living comedor cocina independiente 2 dormitorios con placard baño completo orientación norte disposición lateral muy buena distribución de planta ubicada sobre av. Díaz vélez, con rápido acceso a múltiples medios de transporte, comercios, centros educativos, espacios verdes y los principales corredores de la ciudad de buenos aires. Bajas expensas WhatsApp Contactar""}",
a0d5999b21f680dcd815,Argenprop,https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--17475032,2026-08-16T00:26:10.093484+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,Viví Almagro | 3 Ambientes Reciclado a Nuevo a Mts del Subte,,venta,departamento,,,,,USD,114800.0,USD 114.800 + $158.000 expensas,,,,2207.69,Colombres 100,Colombres,100,,,,,,,,,,,3,2,1,,,52.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/23057471/13cc66ce-ff0b-4d95-b67c-5819fb587050_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 16 Ver más fotos 1 /24 Visto 34.125 USD 114.800 &plus; $158.000 expensas Colombres 100 Departamento en Venta en Almagro, Capital Federal 52 m² cubie. 2 dorm. 1 baño Viví Almagro | 3 Ambientes Reciclado a Nuevo a Mts del Subte ¡Oportunidad! 3 ambientes al frente con balcón reciclado a nuevo. Excelente estado y listo para habitar. Barrio de almagro. Negociable características del departamento: - 3 ambientes reciclado a nuevo - dormitorios con placard - superficie total: 55 m² (52 m² cubiertos) - disposición: frente, con orientación este - muy luminoso y ventilado - pisos recién pulidos y plastificados - gas natural distribución: - living comedor amplio y luminoso - cocina independiente con muebles bajo y sobre mesada - lavadero separado - 2 dormitorios con buena ventilación - baño completo ficha técnica: - living comedor: 3 x 5m - dormitorio: 3.70 x 2.50 m - dormitorio: 3.40 x 2.90 m - cocina: 3.10 x 2.10 m - balcón: 2.90 x 1.10 m ubicación: - colombres 33, al frente con balcón - entre av. Rivadavia y don bosco, en el corazón de almagro - a metros de la estación castro barros de la línea a del subte - a pasos de la tradicional confitería las violetas - zona segura, con excelente oferta de supermercados, comercios y servicios consultá por sucesiones, tasaciones judiciales y profesionales, operaciones de compra-venta simultáneas, alquileres, administración, trámites notariales y asesoramiento gratuito.. Cucicba mat. 7402 emanuel villalba- villalba soluciones inmobiliarias el inmueble publicado no es accesible para personas con capacidades físicas reducidas. Las descripciones arquitectónicas y funcionales, valores de expensas impuestos, servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización. El interesado deberá realizar las verificaciones previamente a realizar cualquier operación. WhatsApp Contactar""}",
73a0c53b778e6f54231b,Argenprop,https://www.argenprop.com/departamento-en-venta-en-las-canitas-3-ambientes--19676321,2026-08-16T00:26:10.106344+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,¡Oportunidad! Planta Baja De 3 Amb. En Las Cañitas - Inmejorable Ubicación,,venta,departamento,,,,,USD,118000.0,USD 118.000 + $180.000 expensas,,,,1934.43,Migueletes 500,Migueletes,500,,,,,,,,,,,3,2,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,https://www.argenprop.com/static-content/12367691/4645fc25-e4c8-4810-ad88-44f79ca14b4b_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 15 Ver más fotos 1 /23 Visto 33.132 USD 118.000 &plus; $180.000 expensas Migueletes 500 Departamento en Venta en Las Cañitas, Palermo 61 m² cubie. 2 dorm. 65 años ¡Oportunidad! Planta Baja De 3 Amb. En Las Cañitas - Inmejorable Ubicación ¡Oportunidad! Departamento en planta baja de 3 ambientes en ubicación inmejorable: migueletes y san benito de palermo, en el corazón de uno de los barrios con mayor prestigio y demanda de la ciudad de buenos aires. A 100 mts.de av. Del libertador, y a 300 mts.de av. Luis maría campos, este inmueble destaca por su amplitud y luminosidad, gracias a amplios ventanales de doble hoja a la calle. Es una p.B, al frente de 61 m2. Cuenta con living comedor y dos dormitorios de generosas dimensiones, con espaciosos placares en cada uno. Cocina y baño completos. Además, cuenta con patio cubierto con lavadero y baño de servicio. Su privilegiada ubicación ofrece todas las posibilidades para una vida vibrante y con estilo. A distancias de a pie del polo gastronómico de las cañitas, para disfrutar de una experiencia culinaria de alto nivel; así como de los lagos y bosques de palermo, que te permitirán sentir el verde y aire libre cuando quieras, sin tener que alejarte de tu hogar. Conexiones a todos los puntos de la ciudad, con el ferrocarril mitre, múltiples líneas de colectivos y estación de subte en cercanías. Establecimientos educativos y de salud en toda el área. No dejes pasar esta oportunidad de mudarte a uno de los barrios más buscados y exclusivos, y agendá tu visita. Luciano rivadeneira ci cucicba 9276 WhatsApp Contactar""}",
b42f29e27bb0871e622b,Argenprop,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--19921999,2026-08-16T00:26:10.118975+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,EXCELENTE MONOAMBIENTE- APTO PROFESIONAL- AL FRENTE CON BALCÓN- TODO A NUEVO,,venta,departamento,,,,,USD,59900.0,USD 59.900 + $72.000 expensas,,,,,"Avenida Corrientes 4100, Piso 3",Avenida Corrientes,4100,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/99912991/144674c6-43d1-47af-9869-ce9e357f7e94_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 18 Ver más fotos 1 /26 Visto 32.500 USD 59.900 &plus; $72.000 expensas Avenida Corrientes 4100, Piso 3 Departamento en Venta en Almagro, Capital Federal 1 baño Monoam. Excelente EXCELENTE MONOAMBIENTE- APTO PROFESIONAL- AL FRENTE CON BALCÓN- TODO A NUEVO Departamento monoambiente, al frente con balcón, excelente estado, apto profesional. Todo a nuevo. Av. Corrientes 4173 almagro características - departamento al frente - luminoso - cocina kitchenette - balcón al frente - aireado - baño completo metros totales 23 mts aprox. Apto profesional muy luminoso excelente conectividad ubicación premium excelente monoambiente ubicado sobre av. Corrientes, en el corazón de almagro. Se destaca por su luminosidad, ventilación natural y balcón al frente. Se encuentra en excelente estado, completamente renovado y listo para habitar o instalar un estudio profesional. Servicios profesionales tasaciones judiciales y profesionales – sucesiones – operaciones simultáneas – alquileres – administración – trámites notariales – asesoramiento integral sin costo. Cucicba mat. 7402 emanuel villalba- villalba soluciones inmobiliarias el inmueble publicado es accesible para personas con capacidades físicas reducidas. Las descripciones arquitectónicas y funcionales, valores de expensas impuestos, servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización. El interesado deberá realizar las verificaciones previamente a realizar cualquier operación. WhatsApp Contactar""}",
fffebcabfdb5c589de16,Argenprop,https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--19578814,2026-08-16T00:26:10.130597+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,¡3 ambientes luminosos en Palermo!,,venta,departamento,,,,,USD,134800.0,USD 134.800 + $230.000 expensas,,,,2042.42,"Fray Justo Santa María de Oro 2300, Piso 2",Fray Justo Santa María de Oro,2300,2,,,,,,,,,,3,2,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,https://www.argenprop.com/static-content/41887591/ee5a8a7d-9ad7-4474-97b3-6205bb798fd9_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 16 Ver más fotos 1 /24 Visto 32.087 USD 134.800 &plus; $230.000 expensas Fray Justo Santa María de Oro 2300, Piso 2 Departamento en Venta en Palermo, CABA 66 m² cubie. 2 dorm. 50 años ¡3 ambientes luminosos en Palermo! ¡Te damos la bienvenida a tu nuevo hogar! En el corazón de palermo, rodeado de comercios y las mejores opciones de gastronomía, a 2 cuadras de distrito arcos y a 5 de plaza italia y el botánico, este departamento está en la mejor ubicación, surcado por medios de transporte, mientras mantiene la tranquilidad del barrio. Ingresamos a un edificio con seguridad 24 hs., Con un gran hall de recepción, y un hall de recepción adicional con banco y asientos con vista al patio lleno de plantas. Tiene cuatro ascensores enormes, dos para los pisos pares y dos para los impares, que acaban de ser renovados. Bajando un piso por la derecha hay una baulera con mucha capacidad, y por la izquierda está el ingreso a un garaje privado, donde se pueden alquilar cocheras con acceso directo al edificio. Ingresando a este maravilloso departamento encontramos un amplio living comedor con pisos cerámicos, con aire acondicionado y mucha luz. La gran cocina tiene un mueble bajo mesada y doble alacena, lavadero incorporado con espacio y conexión para lavarropas y espacio de guardado extra con dos estantes a los costados. También tiene un portero eléctrico que abre la puerta de ingreso al edificio, por lo que no es necesario bajar a abrir a quien visite. Los dos dormitorios tienen amplias ventanas y pisos de parquet. El dormitorio principal tiene aire acondicionado, un placard de 4 puertas con bauleras y un placard adicional de dos puertas. El segundo dormitorio tiene un placard de tres puertas. El baño completo también tiene un mueble con espacio de guardado extra. Es perfecto para vos si buscas un amplio lugar para tu familia, con supermercados y tiendas de mascotas al calcance de tu mano... Y si sos una persona que quiere disfrutar de los mejores lugares palermitanos de shopping y gastronomía, ¡Es para vos también! Comercializa goldbarg propiedades, cucicba 8421. ¡Agenda una visita, no te lo podés perder! WhatsApp Contactar""}",
71134bf1b23baa800927,Argenprop,https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--19559933,2026-08-16T00:26:10.142976+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,IMPECABLE SEMIPISO! BALCÓN AL PULMÓN C/VISTA ABIERTA! Todo luz y sol! Doble circulación! Baulera! ÚNICO! OPORT!,,venta,departamento,,,,,USD,225000.0,USD 225.000 + $550.000 expensas,,,,2500.0,Sánchez De Bustamante 2600,Sánchez De Bustamante,2600,,,,,,,,,,,,3,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/33995591/7aba05e6-8741-4b8f-8592-1ff69e963afe_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 20 Ver más fotos 1 /28 Visto 29.101 USD 225.000 &plus; $550.000 expensas Sánchez De Bustamante 2600 Departamento en Venta en Recoleta, Capital Federal 90 m² cubie. 3 dorm. 40 años IMPECABLE SEMIPISO! BALCÓN AL PULMÓN C/VISTA ABIERTA! Todo luz y sol! Doble circulación! Baulera! ÚNICO! OPORT! Impecable semipiso! Balcón corrido al pulmón de manzana con vista abierta! Muy luminoso! Todo luz y sol! Excelente distribución! Doble circulación! Palier privado! Hall de entrada! Living-comedor! Baño completo con ventilación natural! 2 dormitorios! Placares! Cocina completa! Dependencia de servicio con su baño o 3er dormitorio! Lavadero independiente! 2 splits! Pisos de madera! Servicios centrales! Baulera! El encargado vive en el edificio! Inmejorable ubicación! Único! Oportunidad! *Esta propiedad no posee acceso para personas con movilidad reducida *las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matrícula cucicba 2204 WhatsApp Contactar""}",
2e959411fb3c67b545ea,Argenprop,https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--19099271,2026-08-16T00:26:10.154623+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,IMPECABLE PISO! BALCÓN CON VISTA A LA COPA DE LOS ÁRBOLES! Todo luz y sol! Baulera! BAJAS EXPENSAS! ÚNICO! OPORT,,venta,departamento,,,,,USD,247000.0,USD 247.000 + $205.000 expensas,,,,2470.0,José Andrés Pacheco De Melo 2600,José Andrés Pacheco De Melo,2600,acheco,,,,,,,,,,,3,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/17299091/2a11d90d-d3b1-45e6-8834-44dadd9cb53b_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 25 Ver más fotos 1 /33 Visto 29.101 USD 247.000 &plus; $205.000 expensas José Andrés Pacheco De Melo 2600 Departamento en Venta en Recoleta, Capital Federal 100 m² cubie. 3 dorm. 40 años IMPECABLE PISO! BALCÓN CON VISTA A LA COPA DE LOS ÁRBOLES! Todo luz y sol! Baulera! BAJAS EXPENSAS! ÚNICO! OPORT Impecable piso! Balcón al frente con vista a la copa de los árbolers! Muy luminoso! Todo luz y sol! Excelente distribución! Palier privado! Hall de entrada! Living y comedor en l! Baño completo! 1 dormitorio en suite! 2 dormitorios! Amplios placares! Cocina completa! Conexión para lavarropas! Entrada de servicio! Puertas blindadas! 2 splits frío-calor! Pisos de madera! Cañerías a nuevo! Baulera! Bajas expensas! El edificio cuenta con personal de limpieza! Terraza común! Posibilidad de cochera enfrente! Inmejorable ubicación! Todos los medios de transporte! Único! Oportunidad! * Esta propiedad no posee acceso para personas con movilidad reducida *las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matricula cucicba 2204 WhatsApp Contactar""}",
def7c13028f0cebbbf42,Argenprop,https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--20240218,2026-08-16T00:26:10.167480+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,2,200,1,modo_listado_sin_ficha_detallada,Impec! Piso Alto! Balcón C/vista abierta a Fac de Ing! T/luz y Sol! Dependencia! Baul! Único! Oport!,,venta,departamento,,,,,USD,220000.0,USD 220.000 + $465.000 expensas,,,,1833.33,Azcuénaga 1700,Azcuénaga,1700,,,,,,,,,,,,3,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/81204202/c2472704-2288-4f56-bf51-20e38ab666d1_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 28 Ver más fotos 1 /36 Visto 29.101 USD 220.000 &plus; $465.000 expensas Azcuénaga 1700 Departamento en Venta en Recoleta, CABA 120 m² cubie. 3 dorm. 45 años Impec! Piso Alto! Balcón C/vista abierta a Fac de Ing! T/luz y Sol! Dependencia! Baul! Único! Oport! Impecable piso! Balcón al frente con vista abierta a facultad de ingienieria! Muy luminoso! Todo luz y sol! Excelente distribución! Palier privado! Hall de entrada! Living y comedor! 3 dormitorios! Baño completo! 1 toilette! Dependencia de servicio con su baño! Amplios placares! Cocina completa! Conexión para lavarropas! Entrada de servicio! Losa radiante! 2 splits! Pisos de madera! Baulera! El encargado vive en el edificio! Inmejorable ubicación! Todos los medios de transporte! Único! Oportunidad! * Esta propiedad no posee acceso para personas con movilidad reducida *las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matricula cucicba 2204 WhatsApp Contactar""}",
